155,144
144,133
133,134
134,145
145,156
156,157
157,167
167,179
179,187
134,135
135,146
146,145
145,144
134,133
156,155
187,179
179,167
167,157
157,146
143,142
142,143
142,141
141,142
141,152
152,141
152,153
153,152
153,154
154,164
164,173
173,172
172,173
173,164
164,173
173,184
184,173
184,191
191,184
191,209
209,191
209,210
210,209
210,206
206,210
206,190
190,183
183,172
152,162
162,163
163,164
164,173
173,184
172,171
171,172
171,182
182,171
182,183
183,182
